year,state_fips,state_abbr,state_name,estimated_population,crimes_total,violent_total,property_total,homicide,forcible_rape_legacy,forcible_rape_revised,robbery,aggravated_assault,burglary,larcent_theft,motor_vehicle_theft
2015,6,CA,California,38993940,1191797,166883,1024914,1861,9341,12811,52862,99349,197404,656517,170993
2016,6,CA,California,39296476,1176866,174796,1002070,1930,10132,13702,54789,104375,188304,637010,176756
2017,6,CA,California,39399349,1165660,178597,987063,1830,,14724,56625,105418,176679,642019,168365
2018,6,CA,California,39461588,1118248,176604,941644,1739,,15506,54328,105031,164645,621779,155220
2019,6,CA,California,39437610,1095518,174341,921177,1690,,14801,52306,105544,152551,626865,141761
2020,6,CA,California,39368078,1016080,174026,842054,2203,,13449,44728,113646,145529,528202,168323
1960,8,CO,Colorado,1753947,38103,2408,35695,73,229,,1362,744,9996,21949,3750
1961,8,CO,Colorado,1781000,42815,2659,40156,83,230,,1633,713,11681,23551,4924
1962,8,CO,Colorado,1907000,50862,2990,47872,96,283,,1624,987,12988,28740,6144
1963,8,CO,Colorado,1961000,52179,2555,49624,94,285,,1340,836,13149,30465,6010
1964,8,CO,Colorado,1966000,53647,3119,50528,82,336,,1323,1378,13367,31829,5332
1965,8,CO,Colorado,1969000,53252,3007,50245,69,318,,1073,1547,12817,32532,4896
1966,8,CO,Colorado,1977000,59500,3340,56160,79,343,,1064,1854,14057,36205,5898
1967,8,CO,Colorado,1975000,65354,3789,61565,81,412,,1342,1954,15590,39885,6090
1968,8,CO,Colorado,2048000,79107,5387,73720,110,535,,1977,2765,18780,46326,8614
1969,8,CO,Colorado,2100000,94463,6275,88188,112,605,,2324,3234,23798,53743,10647
1970,8,CO,Colorado,2207259,117386,7874,109512,137,795,,2849,4093,30481,66043,12988
1971,8,CO,Colorado,2283000,125952,8530,117422,149,877,,3080,4424,33104,71423,12895
1972,8,CO,Colorado,2357000,131841,9555,122286,196,905,,3332,5122,37242,71154,13890
1973,8,CO,Colorado,2437000,133933,10088,123845,193,944,,3970,4981,38963,70931,13951
1974,8,CO,Colorado,2496000,153898,10728,143170,151,910,,4137,5530,46005,83722,13443
1975,8,CO,Colorado,2534000,169156,11735,157421,188,1051,,4412,6084,50710,94873,11838
1976,8,CO,Colorado,2583000,175189,10770,164419,176,873,,3608,6113,48558,104443,11418
1977,8,CO,Colorado,2619000,178812,13407,165405,166,1100,,4471,7670,50684,102225,12496
1978,8,CO,Colorado,2670000,182426,13296,169130,196,1323,,4251,7526,49917,106185,13028
1979,8,CO,Colorado,2772000,195456,14472,180984,161,1472,,4353,8486,49741,117898,13345
1980,8,CO,Colorado,2878407,211087,15215,195872,198,1510,,4608,8899,58455,124514,12903
1981,8,CO,Colorado,2963000,217874,15755,202119,239,1352,,4726,9438,60197,129658,12264
1982,8,CO,Colorado,3045000,215584,15354,200230,182,1356,,4587,9229,53260,134873,12097
1983,8,CO,Colorado,3139000,208025,14955,193070,202,1316,,3968,9469,48101,133271,11698
1984,8,CO,Colorado,3178000,205652,14548,191104,184,1238,,3623,9503,49619,128859,12626
1985,8,CO,Colorado,3231000,223555,15219,208336,189,1321,,4012,9697,56480,137868,13988
1986,8,CO,Colorado,3267000,229731,17105,212626,230,1382,,4731,10762,58531,138219,15876
1987,8,CO,Colorado,3296000,212634,15409,197225,191,1344,,3916,9958,50580,132266,14379
1988,8,CO,Colorado,3290000,203267,15548,187719,187,1269,,3250,10842,45503,128331,13885
1989,8,CO,Colorado,3317000,200328,15636,184692,146,1202,,2984,11304,41475,128195,15022
1990,8,CO,Colorado,3294394,199434,17328,182106,138,1521,,2985,12684,39822,128172,14112
1991,8,CO,Colorado,3377000,205122,18887,186235,199,1588,,3628,13472,39117,132717,14401
1992,8,CO,Colorado,3470000,206770,20086,186684,216,1641,,4180,14049,37853,131169,17662
1993,8,CO,Colorado,3566000,197085,20229,176856,206,1633,,4160,14230,36011,124787,16058
1994,8,CO,Colorado,3656000,194440,18632,175808,199,1579,,3910,12944,33843,127600,14365
1995,8,CO,Colorado,3747000,202199,16494,185705,216,1480,,3604,11194,35001,136184,14520
1996,8,CO,Colorado,3823000,195681,15463,180218,180,1765,,3755,9763,34436,130576,15206
1997,8,CO,Colorado,3893000,181041,14139,166902,157,1677,,3242,9063,30994,119801,16107
1998,8,CO,Colorado,3971000,178197,15008,163189,183,1883,,3238,9704,31231,115871,16087
1999,8,CO,Colorado,4056133,164813,13811,151002,185,1679,,3056,8891,26979,109228,14795
2000,8,CO,Colorado,4301261,171304,14367,156937,134,1774,,3034,9425,27133,112843,16961
2001,8,CO,Colorado,4430989,186379,15492,170887,158,1930,,3555,9849,28533,121360,20994
2002,8,CO,Colorado,4501051,195936,15882,180054,179,2066,,3579,10058,31678,125193,23183
2003,8,CO,Colorado,4547633,195463,15757,179706,185,1913,,3738,9921,32394,124496,22816
2004,8,CO,Colorado,4601821,197443,17121,180322,201,1945,,3739,11236,33010,123308,24004
2005,8,CO,Colorado,4663295,206947,18498,188449,173,2026,,3948,12351,34746,127602,26101
2006,8,CO,Colorado,4753377,182233,18794,163439,171,2158,,3824,12641,32411,110372,20656
2007,8,CO,Colorado,4861515,162909,17101,145808,155,2075,,3461,11410,28633,100519,16656
2008,8,CO,Colorado,4939456,156820,17480,139340,165,2151,,3404,11760,28054,97937,13349
2009,8,CO,Colorado,5024748,151218,17022,134196,159,2269,,3371,11223,26637,95079,12480
2010,8,CO,Colorado,5047692,151340,16339,135001,129,2230,,3164,10816,26196,97534,11271
2011,8,CO,Colorado,5116302,148866,16085,132781,155,2285,,3299,10346,25725,96054,11002
2012,8,CO,Colorado,5189458,155306,15951,139355,152,2122,,3392,10285,26163,101091,12101
2013,8,CO,Colorado,5272086,156073,16099,139974,174,2198,2963,3136,9826,25075,102375,12524
2014,8,CO,Colorado,5355588,152276,16487,135789,150,2236,3089,3037,10211,23502,99688,12599
2015,8,CO,Colorado,5448819,161392,17348,144044,173,2422,3328,3315,10532,23490,104532,16022
2016,8,CO,Colorado,5530105,171176,19030,152146,189,2680,3635,3525,11681,23825,108680,19641
2017,8,CO,Colorado,5615902,172933,20901,152032,222,,4021,3868,12790,22618,107470,21944
2018,8,CO,Colorado,5691287,177143,22851,154292,215,,4328,3781,14527,21757,110518,22017
2019,8,CO,Colorado,5758486,172713,22149,150564,229,,4087,3716,14117,20266,108575,21723
2020,8,CO,Colorado,5807719,189152,24570,164582,294,,3652,3964,16660,23246,110884,30452
1960,9,CT,Connecticut,2535234,29321,928,28393,41,103,,236,548,8452,16653,3288
1961,9,CT,Connecticut,2614000,32536,878,31658,25,64,,238,551,9526,18712,3420
1962,9,CT,Connecticut,2597000,34736,938,33798,34,81,,258,565,10259,19741,3798
1963,9,CT,Connecticut,2666000,42045,1192,40853,47,88,,366,691,12553,23397,4903
1964,9,CT,Connecticut,2766000,49958,1773,48185,49,152,,414,1158,14713,27755,5717
1965,9,CT,Connecticut,2832000,51951,1973,49978,46,148,,546,1233,15959,27862,6157
1966,9,CT,Connecticut,2875000,56990,2146,54844,57,172,,601,1316,17728,29919,7197
1967,9,CT,Connecticut,2925000,66726,2804,63922,70,164,,941,1629,21987,32543,9392
1968,9,CT,Connecticut,2959000,85527,3825,81702,73,238,,1332,2182,28538,42034,11130
1969,9,CT,Connecticut,3000000,96764,4415,92349,86,260,,1696,2373,29624,49891,12834
1970,9,CT,Connecticut,3032217,105807,5167,100640,106,276,,2136,2649,32874,53084,14682
1971,9,CT,Connecticut,3081000,112338,5968,106370,96,367,,2563,2942,32884,56875,16611
1972,9,CT,Connecticut,3082000,104883,6138,98745,100,275,,2437,3326,29489,54798,14458
1973,9,CT,Connecticut,3076000,112717,6421,106296,102,342,,2589,3388,31661,58742,15893
1974,9,CT,Connecticut,3088000,136087,7045,129042,101,345,,2850,3749,41808,70252,16982
1975,9,CT,Connecticut,3095000,153419,8308,145111,120,385,,4069,3734,46815,80581,17715
1976,9,CT,Connecticut,3117000,155993,8516,147477,97,448,,3831,4140,43135,86832,17510
1977,9,CT,Connecticut,3108000,150493,8774,141719,132,521,,4026,4095,41833,81450,18436
1978,9,CT,Connecticut,3099000,152765,9762,143003,129,533,,4798,4302,42207,80500,20296
1979,9,CT,Connecticut,3115000,180033,12902,167131,131,752,,6021,5998,48229,96997,21905
1980,9,CT,Connecticut,3095224,182051,12768,169283,146,670,,6749,5203,52638,95631,21014
1981,9,CT,Connecticut,3132000,182823,14033,168790,168,687,,7709,5469,52990,96927,18873
1982,9,CT,Connecticut,3153000,171129,12597,158532,164,692,,6574,5167,44481,96640,17411
1983,9,CT,Connecticut,3138000,156204,11767,144437,129,627,,6296,4715,39988,89421,15028
1984,9,CT,Connecticut,3154000,145995,12422,133573,122,759,,6009,5532,35607,84630,13336
1985,9,CT,Connecticut,3174000,149330,12758,136572,120,763,,6032,5843,36041,86524,14007
1986,9,CT,Connecticut,3189000,153989,13578,140411,148,760,,6129,6541,38190,87963,14258
1987,9,CT,Connecticut,3211000,160413,13455,146958,156,800,,5720,6779,39120,90852,16986
1988,9,CT,Connecticut,3241000,165214,14759,150455,174,849,,6080,7656,39477,91079,19899
1989,9,CT,Connecticut,3239000,170695,16576,154119,190,892,,6956,8538,40035,91483,22601
1990,9,CT,Connecticut,3287116,177068,18201,158867,166,918,,7717,9400,40355,94485,24027
1991,9,CT,Connecticut,3291000,176531,17761,158770,187,960,,7384,9230,39198,93384,26188
1992,9,CT,Connecticut,3281000,165787,16252,149535,166,884,,6918,8284,36372,89463,23700
1993,9,CT,Connecticut,3277000,152392,14949,137443,206,800,,6447,7496,32052,85876,19515
1994,9,CT,Connecticut,3275000,148946,14916,134030,215,806,,6150,7745,29142,84721,20167
1995,9,CT,Connecticut,3275000,147481,13293,134188,150,776,,5345,7022,29095,87401,17692
1996,9,CT,Connecticut,3274000,138414,13490,124924,158,755,,5552,7025,27574,81328,16022
1997,9,CT,Connecticut,3270000,130286,12781,117505,124,740,,4999,6918,24143,78821,14541
1998,9,CT,Connecticut,3274000,123971,11993,111978,135,728,,4379,6751,21801,77472,12705
1999,9,CT,Connecticut,3282031,111236,11342,99894,107,654,,4054,6527,19298,69299,11297
2000,9,CT,Connecticut,3405565,110091,11058,99033,98,678,,3832,6450,17436,68498,13099
2001,9,CT,Connecticut,3434602,106791,11492,95299,105,639,,4183,6565,17159,65762,12378
2002,9,CT,Connecticut,3458587,104233,10807,93426,84,740,,4069,5914,17111,64735,11580
2003,9,CT,Connecticut,3486960,104026,11045,92981,112,698,,4212,6023,16043,65568,11370
2004,9,CT,Connecticut,3498966,104055,10113,93942,100,755,,4188,5070,15959,66770,11213
2005,9,CT,Connecticut,3500701,99812,9542,90270,105,712,,3933,4792,15245,64416,10609
2006,9,CT,Connecticut,3504809,101143,10505,90638,137,696,,4460,5212,15583,64765,10290
2007,9,CT,Connecticut,3502309,97075,10547,86528,113,690,,4303,5441,15640,60937,9951
2008,9,CT,Connecticut,3501252,97947,10737,87210,132,680,,4043,5882,15107,63212,8891
2009,9,CT,Connecticut,3518288,93213,10588,82625,106,657,,4001,5824,15172,59992,7461
2010,9,CT,Connecticut,3575498,88342,10083,78259,133,595,,3553,5802,15145,56413,6701
2011,9,CT,Connecticut,3586717,87094,9889,77205,129,689,,3689,5382,15468,55067,6670
2012,9,CT,Connecticut,3591765,87352,10183,77169,117,933,,3709,5424,14787,55904,6478
2013,9,CT,Connecticut,3599341,80713,9439,71274,91,647,891,3551,4906,12934,52099,6241
2014,9,CT,Connecticut,3594762,77901,8575,69326,89,579,794,3172,4520,12017,51195,6114
2015,9,CT,Connecticut,3584730,73548,7938,65610,116,585,798,2925,4099,10286,48898,6426
2016,9,CT,Connecticut,3587685,73044,8169,64875,79,580,791,2711,4588,10107,47642,7126
2017,9,CT,Connecticut,3573880,71836,8190,63646,105,,850,2813,4422,8906,47418,7322
2018,9,CT,Connecticut,3571520,66841,7485,59356,86,,873,2205,4321,7983,44181,7192
2019,9,CT,Connecticut,3566022,57659,6583,51076,107,,797,1942,3737,6468,38616,5992
2020,9,CT,Connecticut,3557006,62129,6459,55670,140,,594,2033,3692,6656,40592,8422
1960,10,DE,Delaware,446292,9642,375,9267,33,41,,157,144,2661,5867,739
1961,10,DE,Delaware,458000,9661,318,9343,20,27,,124,147,2711,5885,747
1962,10,DE,Delaware,469000,10495,338,10157,20,44,,140,134,2814,6479,864
1963,10,DE,Delaware,476000,11316,424,10892,24,43,,181,176,3366,6559,967
1964,10,DE,Delaware,491000,12342,541,11801,23,40,,203,275,3313,7211,1277
1965,10,DE,Delaware,505000,12164,561,11603,29,33,,286,213,3272,7062,1269
1966,10,DE,Delaware,512000,13413,655,12758,46,49,,300,260,3903,7469,1386
1967,10,DE,Delaware,524000,15152,948,14204,45,60,,343,500,4360,7861,1983
1968,10,DE,Delaware,534000,16904,1288,15616,45,75,,561,607,4726,8647,2243
1969,10,DE,Delaware,540000,18909,1588,17321,43,74,,635,836,4737,10043,2541
1970,10,DE,Delaware,548104,23366,1795,21571,42,102,,578,1073,5789,12718,3064
1971,10,DE,Delaware,558000,27984,2060,25924,34,102,,804,1120,7759,14902,3263
1972,10,DE,Delaware,565000,25559,2181,23378,39,80,,735,1327,7059,13544,2775
1973,10,DE,Delaware,576000,26396,2016,24380,34,91,,520,1371,7024,14552,2804
1974,10,DE,Delaware,573000,34091,2539,31552,59,99,,733,1648,8697,19825,3030
1975,10,DE,Delaware,579000,38609,2270,36339,42,105,,910,1213,10574,22737,3028
1976,10,DE,Delaware,582000,36459,1872,34587,36,103,,749,984,8978,22790,2819
1977,10,DE,Delaware,582000,36143,2224,33919,35,145,,914,1130,9793,21408,2718
1978,10,DE,Delaware,583000,37043,2569,34474,39,119,,848,1563,9466,22111,2897
1979,10,DE,Delaware,582000,37980,3127,34853,33,162,,753,2179,8890,23081,2882
1980,10,DE,Delaware,594779,40306,2824,37482,41,144,,815,1824,9698,25077,2707
1981,10,DE,Delaware,598000,40002,3044,36958,40,170,,844,1990,9627,24759,2572
1982,10,DE,Delaware,602000,38437,3370,35067,32,186,,737,2415,8698,23891,2478
1983,10,DE,Delaware,606000,33124,2746,30378,25,229,,699,1793,7414,20908,2056
1984,10,DE,Delaware,613000,30692,2671,28021,25,300,,711,1635,6678,19747,1596
1985,10,DE,Delaware,622000,30859,2695,28164,30,296,,773,1596,6826,19638,1700
1986,10,DE,Delaware,633000,30584,2703,27881,31,360,,786,1526,6598,19562,1721
1987,10,DE,Delaware,644000,31806,2774,29032,33,441,,789,1511,6572,20453,2007
1988,10,DE,Delaware,660000,31674,2981,28693,34,491,,784,1672,6868,19824,2001
1989,10,DE,Delaware,673000,32743,3745,28998,34,569,,934,2208,6072,20294,2632
1990,10,DE,Delaware,666168,35709,4365,31344,33,587,,1098,2647,6465,21922,2957
1991,10,DE,Delaware,680000,39912,4857,35055,37,588,,1460,2772,7668,24836,2551
1992,10,DE,Delaware,689000,33406,4280,29126,32,591,,1042,2615,6598,20419,2109
1993,10,DE,Delaware,700000,34105,4801,29304,35,539,,1307,2920,6244,20853,2207
1994,10,DE,Delaware,706000,34520,4549,29971,33,546,,1141,2829,6198,20828,2945
1995,10,DE,Delaware,717000,36988,5198,31790,25,575,,1425,3173,6491,22329,2970
1996,10,DE,Delaware,725000,35488,4845,30643,31,454,,1304,3056,5830,21665,3148
1997,10,DE,Delaware,732000,42331,5753,36578,22,428,,1783,3520,6421,25904,4253
1998,10,DE,Delaware,744000,39902,5672,34230,21,499,,1445,3707,6395,24649,3186
1999,10,DE,Delaware,753538,36456,5534,30922,24,529,,1492,3489,5245,22634,3043
2000,10,DE,Delaware,783600,35090,5363,29727,25,424,,1394,3520,5216,21360,3151
2001,10,DE,Delaware,796599,32267,4868,27399,23,420,,1156,3269,5144,19476,2779
2002,10,DE,Delaware,805945,31803,4836,26967,26,358,,1154,3298,5355,18555,3057
2003,10,DE,Delaware,818166,33468,5525,27943,21,370,,1441,3693,6066,18933,2944
2004,10,DE,Delaware,830069,32361,5105,27256,28,357,,1343,3377,5669,19285,2302
2005,10,DE,Delaware,841741,31577,5332,26245,37,377,,1306,3612,5811,18085,2349
2006,10,DE,Delaware,853476,35653,5983,29670,42,417,,1791,3733,6337,20449,2884
2007,10,DE,Delaware,864764,35316,6100,29216,39,341,,1763,3957,6420,20454,2342
2008,10,DE,Delaware,873092,37572,6187,31385,57,371,,1847,3912,6783,22045,2557
2009,10,DE,Delaware,885122,35398,5713,29685,41,395,,1680,3597,6943,20836,1906
2010,10,DE,Delaware,899792,36686,5608,31078,51,326,,1839,3392,7550,21593,1935
2011,10,DE,Delaware,908137,36307,5144,31163,48,307,,1558,3231,7617,22001,1545
2012,10,DE,Delaware,917053,35755,5048,30707,56,249,,1498,3245,7389,21880,1438
2013,10,DE,Delaware,925240,33634,4633,29001,41,278,399,1233,2960,6299,21347,1355
2014,10,DE,Delaware,935968,32483,4568,27915,50,274,390,1271,2857,5765,20885,1265
2015,10,DE,Delaware,944076,30305,4760,25545,62,257,361,1240,3097,4797,19555,1193
2016,10,DE,Delaware,952698,31229,4859,26370,58,224,311,1359,3131,5028,19812,1530
2017,10,DE,Delaware,957078,27807,4377,23430,51,,351,1082,2893,3960,18108,1362
2018,10,DE,Delaware,965479,26484,4079,22405,46,,334,861,2838,3154,17780,1471
2019,10,DE,Delaware,976668,26060,4128,21932,47,,329,789,2963,2984,17343,1605
2020,10,DE,Delaware,986809,23617,4262,19355,73,,261,700,3228,2508,15182,1665
1960,12,FL,Florida,4951560,133919,11061,122858,527,403,,4005,6126,39966,73603,9289
1961,12,FL,Florida,5222000,128520,11376,117144,477,398,,3746,6755,37627,70655,8862
1962,12,FL,Florida,5459000,138517,10489,128028,420,318,,3457,6294,40575,78266,9187
1963,12,FL,Florida,5652000,157463,12150,145313,463,398,,4017,7272,46604,89034,9675
1964,12,FL,Florida,5705000,191580,16539,175041,489,589,,4958,10503,54959,108307,11775
1965,12,FL,Florida,5805000,192737,17386,175351,518,771,,5146,10951,55556,107733,12062
1966,12,FL,Florida,5941000,220785,20069,200716,612,871,,5933,12653,62839,123424,14453
1967,12,FL,Florida,5995000,246011,23399,222612,630,913,,7850,14006,73188,132298,17126
1968,12,FL,Florida,6160000,277107,27913,249194,731,1113,,9849,16220,81743,147745,19706
1969,12,FL,Florida,6354000,301341,29411,271930,720,1347,,10345,16999,86308,161291,24331
1970,12,FL,Florida,6789443,361006,33824,327182,860,1509,,12636,18819,106036,194216,26930
1971,12,FL,Florida,7041000,399439,38575,360864,933,1708,,13422,22512,118175,215037,27652
1972,12,FL,Florida,7259000,390306,40252,350054,924,1920,,13745,23663,116516,206962,26576
1973,12,FL,Florida,7678000,457631,46419,411212,1180,2447,,17069,25723,142597,234073,34542
1974,12,FL,Florida,8090000,597636,54821,542815,1191,2910,,22263,28457,185042,318708,39065
1975,12,FL,Florida,8357000,645263,57540,587723,1130,2986,,20031,33393,196358,354374,36991
1976,12,FL,Florida,8421000,590880,54597,536283,903,3055,,15695,34944,164609,343069,28605
1977,12,FL,Florida,8452000,569546,58052,511494,859,3348,,15885,37960,157195,324601,29698
1978,12,FL,Florida,8594000,607552,65792,541760,949,3960,,17701,43182,170061,338299,33400
1979,12,FL,Florida,8860000,681162,73881,607281,1084,4576,,22097,46124,190884,378099,38298
1980,12,FL,Florida,9567112,803825,94095,709730,1387,5439,,34015,53254,239825,424223,45682
1981,12,FL,Florida,10166000,816579,98109,718470,1522,5707,,35473,55407,241536,431222,45712
1982,12,FL,Florida,10416000,777577,93411,684166,1409,5587,,31002,55413,211932,427462,44772
1983,12,FL,Florida,10680000,724226,88292,635934,1199,5170,,28126,53797,191902,400796,43236
1984,12,FL,Florida,10976000,748699,95270,653429,1264,5570,,30311,58125,198446,408153,46830
1985,12,FL,Florida,11366000,860889,106971,753918,1296,6004,,35506,64165,228402,465792,59724
1986,12,FL,Florida,11675000,960664,121013,839651,1371,6152,,42822,70668,259331,510496,69824
1987,12,FL,Florida,12023000,1022335,123168,899167,1371,6032,,42869,72896,271346,546466,81355
1988,12,FL,Florida,12377000,1106212,138343,967869,1416,6154,,49916,80857,283960,589215,94694
1989,12,FL,Florida,12671000,1115617,140575,975042,1405,6299,,51188,81683,289254,583702,102086
1990,12,FL,Florida,12937926,1139934,160990,978944,1379,6781,,53928,98902,280832,591210,106902
1991,12,FL,Florida,13277000,1134813,157243,977570,1248,6865,,53083,96047,266313,607222,104035
1992,12,FL,Florida,13488000,1127360,162827,964533,1208,7310,,49482,104827,254755,598093,111685
1993,12,FL,Florida,13679000,1142338,164975,977363,1224,7359,,48913,107479,251063,603784,122516
1994,12,FL,Florida,13953000,1151121,160016,991105,1165,7301,,45871,105679,237341,626578,127186
1995,12,FL,Florida,14166000,1090999,151711,939288,1037,6887,,42485,101302,215657,612311,111320
1996,12,FL,Florida,14400000,1079623,151350,928273,1077,7508,,41643,101122,219056,605448,103769
1997,12,FL,Florida,14654000,1065609,149996,915613,1012,7599,,40459,100926,213926,594492,107195
1998,12,FL,Florida,14916000,1027123,140016,887107,967,7404,,36198,95447,203105,579752,104250
1999,12,FL,Florida,15111244,937718,129044,808674,859,6990,,31969,89226,181378,534105,93191
2000,12,FL,Florida,15982378,910154,129777,780377,903,7057,,31809,90008,172898,518298,89181
2001,12,FL,Florida,16373330,913230,130713,782517,874,6641,,32867,90331,176052,516548,89917
2002,12,FL,Florida,16691701,905957,128721,777236,911,6753,,32581,88476,177242,511478,88516
2003,12,FL,Florida,16999181,881976,124280,757696,924,6727,,31523,85106,170644,505489,81563
2004,12,FL,Florida,17385430,850895,123754,727141,946,6612,,29997,86199,166332,482484,78325
